,Brand,Headline,Review,Grade
2028,Factor_,Communication is lacking…cannot change…,"Communication is lacking…cannot change my password, did not receive email to change password , have asked to change password 3 times ! WHY aren’t you sending a link to reset my password ? Very confusing !",3
2029,Factor_,The food is usually excellent,The food is usually excellent! Sometimes i did get a side I didnt know was spicy and I couldn't eat it.,4
2030,Factor_,Really like the meals,"Really like the meals! Great taste! Efficient! You save on groceries, on time, on utility bills for cooking! It’s a win-win!",5
2031,Factor_,The food is good,,5
2032,Factor_,Delicious but price is too high.,,5
2033,Factor_,Food poisoning from recalled chicken,I got food poisoning from chicken that was recalled and was not notified. Factor continued to send meals to their customers. I see many others have gotten food poisoning as well. I had no problem getting a refund for that week's meals and my subscription was cancelled. They offered me a deal to sign back up. I'd rather eat hay.,1
2034,Factor_,delivery hours are too broad and…,delivery hours are too broad and unreliable or inconsistent - otherwise a 4 rating would be more appropriate,3
2035,Factor_,You don’t even get the meals you pick…,You don’t even get the meals you pick out and payed for. This has happen to me multiple times in a row.,1
2036,Factor_,Convenient but just OK,"I appreciate the convenience of the Factor meals. I have found the salmon  and pasta meals to be the most flavorful and delicious. Chicken has been moist and tender.  Other meals I’ve tried are ok. I realize there are limitations to premade meals but I prefer vege sides to be fresher, less mushy.",3
2037,Factor_,The food is delicious.,The food is delicious and having it shipped weekly keeps me away from the fast food drive through so I’m eating healthier.,5
2038,Factor_,Very good,"Very good, and easy to fix.",5
2039,Factor_,Fantastic,The meals are perfectly proportioned. Each meal has great flavor. It’s very easy to choose which meals I want.,5
2040,Mountain Rose Herbs,Happy customer,So far I've been quite happy with everything.I have noticed lots of things unavailable but regardless I'm happy with my purchases,5
2041,Mountain Rose Herbs,Always high-quality product,"Always high-quality product, fast shipping and overall, a wonderful company",5
2042,Mountain Rose Herbs,Very Happy - very pleased!,I have received many products from Mountain Rose Herbs and have been very pleased - every time! Thank you so much!,5
2043,Mountain Rose Herbs,Great company,"No matter what I buy, I feel it is the highest quality.  I've never had a problem with any orders.",5
2044,Mountain Rose Herbs,Quick and thorough response.,,5
2045,Mountain Rose Herbs,No matter the order,"No matter the order, they always come thru with the highest quality of products.  There were times in the past my feelings were different,  however, all that changed after I learned of the difficulties these nice folks have to go to in order to fulfill all the customers needs. I am grateful they are here to help in any way they can.",5
2046,Mountain Rose Herbs,Love Mountain Rose Herbs,"If it were possible to rate Mountain Rose Herbs higher, I would. I have been ordering from them for about 10 years and they are truly a merchant whose products I trust. I have spread that word to others over the years. For natural products, they are my go to.",5
2047,Mountain Rose Herbs,Both the ordering process and the…,Both the ordering process and the products were very good.,5
2048,Mountain Rose Herbs,First time order,"First time ordering, great products with fast shipping.",5
2049,Mountain Rose Herbs,Great selection,"Great selection, and the products are always excellent.Shipping was fast.",5
2050,Mountain Rose Herbs,Quality,I have been purchasing from Mountain Rose for many years. I have been happy with everything I have purchased from them. The quality of the products & integrity of this company is why I continue to support them.,5
2051,Mountain Rose Herbs,Excellent products.,I've been ordering for many years from Mountain Rose Herbs. I've never been disappointed in their products or customer service.,5
2052,Mountain Rose Herbs,Trusted and the only place I buy them,,5
2053,Mountain Rose Herbs,Tea blends,The quality of your tea blends is outstanding.  Fresh and high quality.,5
2054,Mountain Rose Herbs,Products are outstanding,Products are outstanding.  Customer service is very good.,5
2055,Mountain Rose Herbs,Mountain roses is a  great experience all around !!…,What a great experience Mountain Rose is.. Great quality.. Great service!!!,5
