,Brand,Headline,Review_not_corrected,Grade,Review
823,Hello Fresh,Customer service responded to my…,"Customer service responded to my issues/questions- made it right, assured me that they were conerced and wanted me to have a good experience with the product/services",5,"Customer service responded to my issues/questions- made it right, assured me that they were coerced and wanted me to have a good experience with the product/services"
824,Hello Fresh,The food is excellent,"The food is excellent, recipes are delicious and easy to follow. I order from the app and my earned discounts were not automatically applied. I had to call to get a refund",4,"The food is excellent, recipe are delicious and easy to follow. I order from the pp and my earned discount were not automatically applied. I had to call to get a refund"
825,Hello Fresh,Customer for the long haul,Food is always delicious and fresh and the few times I’ve have an issue with freshness (and once I was missing my box for the week) I reached out to customer service and was reimbursed promptly without hesitation.,5,Good is always delicious and fresh and the few times I’ve have an issue with freshness (and once I was missing my box for the week) I reached out to customer service and was reimbursed promptly without hesitation.
826,Hello Fresh,Thanks to Hello Fresh I have learned…,Thanks to Hello Fresh I have learned all about spices!,5,Thanks to Hello Fresh I have learned all about spaces!
827,Hello Fresh,The meals are good,"The meals are good, easily prepared and clean up fast.",5,"The meals are good, easily prepared and clean up fast."
828,Hello Fresh,"Good food, packaging, quick shipping","I've been a customer for about a year (on and off). The food is always good. I like how each meal is separated by paper bag. The shipping is super quick - for a Wednesday delivery, you can still change your meals up to the Friday before.",5,"I've been a customer for about a year (on and off). The food is always good. I like how each meal is separated by paper bag. The shipping is super quick - for a Wednesday delivery, you can still change your meals up to the Friday before."
829,Hello Fresh,Everything was easy to make and just…,Everything was easy to make and just tasted really good!,5,Everything was easy to make and just tasted really good!
830,Hello Fresh,Easy to follow directions,Easy to follow directions Quality ingredientsDependable delivery,5,Easy to follow directions Quality ingredientsDependable delivery
831,Hello Fresh,The food selection and the price for…,The food selection and the price for how much food you get,1,The food selection and the price for how much food you get
832,Hello Fresh,No need to decide and so easy to put together,"Made a huge difference on practice nights we get home late and dinner is not an issue, nothing to think about and it’s pretty simple to put together.",5,"Made a huge difference on practice nights we get home late and dinner is not an issue, nothing to think about and it’s pretty simple to put together."
833,Hello Fresh,It’s hard to get in touch with customer…,It’s hard to get in touch with customer service when you have issues,3,It’s hard to get in touch with customer service when you have issues
